title,txt,rating,revdate
So far it's been good right out of the gate....,"So far it's been good right out of the gate. Nice and quiet. Cleans dishes well. Really love the third rack for knives and spatulas, etc.",80,"April 2, 2019"
Very quiet washer. ...,Very quiet washer.,100,"April 2, 2019"
Dishwasher very quiet. Loading dishwasher not easy. Top rack a...,"Dishwasher very quiet. Loading dishwasher not easy. Top rack a nightmare. EVERY location has angled tines makes it nearly impossible to load bowls, pans on their side. If you have electric receptacle for dishwasher, you have to purchase special $35 power cord - does not come with the dishwasher.",40,"April 2, 2019"
The best,"The best dish6 I have ever owned..
It does a magnificent job.. [This review was collected as part of a promotion.]",100,"March 31, 2019"
Had this dishwasher for 7 months. Got an error code E24. Went on you tube to see what it meant. T...,Had this dishwasher for 7 months. Got an error code E24. Went on you tube to see what it meant. This information was not in their instruction manual. Found out that younger to disconnect then hoses and pressure then out plus clean the filters. I am 62 years old and have no means to do this so I will have to call someone. I understand this happens every few months. Really Bosch!!!! I had a dishwasher for 14 years and this never happened. I would not recommend. Check out the you tube before you buy to see you want to do this all the time. Also I don’t like that when the dishwasher goes off there is no light to tell you it is done. When you open it then you remember that you ran it and see the dishes are clean. I would never recommend this now I will have to clean my dishes before they go in and have an ongoing cost of $200 to get some to come to clean the hoses everytime I get an error code.,20,"March 31, 2019"
Quiet but not thorough,"Had this DW installed a few weeks ago.  It is very quiet and stays cool. But bowls from oatmeal or grits (from breakfast) never come out totally clean. Bits of food still dried on bowls at the end of the cycle, whether washed on top or bottom rack.  I guess I'll have to start pre-rinsing these dishes. [This review was collected as part of a promotion.]",80,"March 29, 2019"
Amazing Dishwasher,I love everything about our Bosch dishwasher. I love the stainless steel interior and exterior. It runs so quietly that I look at the front panel to be sure it is on. It does a thorough job of cleaning the dishes even when I use the 60 minute cycle. I certainly recommend this dishwasher! [This review was collected as part of a promotion.],100,"March 27, 2019"
"Quiet as advertised.,,,based on the first week of use, dishes are cleaned and dried as expected. ...","Quiet as advertised.,,,based on the first week of use, dishes are cleaned and dried as expected.
Easy to self-install...really liked the levelling features as the back adjustment was accessible from the front panel.",100,"March 27, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"March 27, 2019"
majority dishes clean I run a home daycare(16) &a family(9)after....,majority dishes clean I run a home daycare(16) &a family(9)after. we run1-2loads a day. Love the removable filter. The top rack is awesome for bottle nipples &lids we go through every day. 3rd is awesome for pans. Good purchase.,80,"March 26, 2019"
Friends reported that the dishwasher had become unserviceable.  I...,"Friends reported that the dishwasher had become unserviceable.  I called the Home Deport near to their/my location and spoke to a salesperson in appliances who helped me choose, over the phone a dishwasher.  The Bosch 300 series won.   I arranged for delivery, haul away, installation and all necessary parts over the phone.  It was delivered and installed exactly as scheduled and installed in the presence of my friends who were using my Condo for a couple of months.  They repoarted a quick install, hookup and test run for the dishwasher.  Once again, I am pleased with Home Depot and their attention to customers' needs.",100,"March 26, 2019"
Like this Bosch. Not sure it’s really 44db quiet but...,Like this Bosch. Not sure it’s really 44db quiet but it is quiet when running.  It is very loud when water empties out into overflow. Much louder than my older machine for sure. Don’t like this newer machine more than my old 16 year old machine to be honest.,80,"March 26, 2019"
Best dishwasher I’ve ever had. Everything comes out new looking...,"Best dishwasher I’ve ever had. Everything comes out new looking and it makes no noise. On the other hand, the delivery and installation guys were not good. Required two different sets of installers and even then it wasn’t put in right. But, it all works now and I couldn’t be happier.",100,"March 26, 2019"
Silent Night...and day,How do you demonstrate the absence of sound in a visual review? I can’t. All I can do is tell you that I have been able to drop the volume setting on my television from 50 to 30. My wife continually worries that the dishwasher isn’t working because it makes virtually no noise. [This review was collected as part of a promotion.],100,"March 24, 2019"
new,definitely a lot more quieter than our old dishwasher.  it seems too clean better but does take longer.  Due to the energy save requirement it does take longer to dry. [This review was collected as part of a promotion.],100,"March 24, 2019"
Excellent product,This product works very well for us. Dishes and utinsels are clean and come out nearly dry. The machine is very quiet. We have had a similar Bosch in another house for 5 years. It has been very reliable with excellent performance. [This review was collected as part of a promotion.],100,"March 23, 2019"
Amazing Dishwasher,We have been using our  new dishwasher for over a month. This machine is so quite you hardely know it is running. Cleans everything without prerinsing. It even cleaned wire rack that had been used to cook bacon in oven. I am 77 years old and have used and owned many dishwashers but this Bosch is the best I have ever seen. [This review was collected as part of a promotion.],100,"March 21, 2019"
Whisper Quiet,Love my new Bosch. Not only can I have a normal conversation in the kitchen but even my wine glasses come out spot free. I have followed the suggestion to empty the appliance from the bottom first. It makes a difference so that any remaining water on the upper racks does not fall on lower rack. The utensil rack is one of the dishwasher’s best features. I have been using the Extra Dry feature all the time. Another cycle that is super helpful is the 9 minute rinse. Never have to leave a partial load of dirty dishes all day. [This review was collected as part of a promotion.],80,"March 21, 2019"
Bought this without clearly understanding what condensation drying meant. What it means is that i...,"Bought this without clearly understanding what condensation drying meant. What it means is that it doesn't dry. Plan on having everything in the machine sopping wet when you open it. Every time. Takes three hours if you tell it to sanitize and do extra drying, and it still doesn't dry. I tried to get the company to buy it back and was told they wouldn't even consider it unless it was non-functional. That point could be debated as I think it's non-functional now, but as always, the big company makes the rules and us lowly customers get stuck with them. Won't be buying from Bosch again and will be listing this for sale on Craigslist.",20,"March 21, 2019"
Love My Dishwasher!,What an incredible dishwasher. Probably the quietest I have ever heard. Cleans great. Love the 3rd level for additional small items. Can’t say enough good things about this product. [This review was collected as part of a promotion.],100,"March 20, 2019"
My husband was pleased with the easyInstallment...,My husband was pleased with the easyInstallment,80,"March 20, 2019"
"Bosch ""The Quiet Dishwasher""","I owned a Bosch before that I purchased in 2007.  When that dishwasher died, I didn't hesitate to order a new Bosch.  In 12 years, Bosch has definitely improved their dishwashers.  I like the three shelves.  Shelf number two being adjustable for those ""tall"" items.  I have a special place now for easy to lose items that kept falling to the bottom in my old dishwasher.  It is great for plastic lids that were not fitting before and couldn't be put on lower rack or they warped.  The best part of my new dishwasher is so so quiet.  I have to look at the countdown to make sure it is actually running.  I had bad luck with other name brand dishwashers.  Bosch is an excellent dishwasher! [This review was collected as part of a promotion.]",100,"March 20, 2019"
Silent Machine,This dishwasher is roomy for everything I need to wash and cleans to perfection.  Very quiet compared to others I have heard.  The only time you know it's on is when the water empties out into the drain.  All other operations are silent!  Love it! [This review was collected as part of a promotion.],100,"March 20, 2019"
Our second Bosch dishwasher. The first one was great. This...,"Our second Bosch dishwasher. The first one was great. This one even better. Quiet, loads of room, cleans and dries extremely well.",100,"March 20, 2019"
Love this dishwasher! Super quiet and easy to use. ...,Love this dishwasher! Super quiet and easy to use.,100,"March 19, 2019"
Just got it - this dishwasher is very quiet. It...,Just got it - this dishwasher is very quiet. It does take a long time to go through the cycle and it leaves dishes a touch wet if you open it too quickly after the end of the cycle. So we run it overnight to accommodate that. Overall a pretty good dishwasher so far.,80,"March 19, 2019"
"I haven't used the product much, yet.  It is super quiet and the installation  went easy for the ...","I haven't used the product much, yet.  It is super quiet and the installation  went easy for the installers.  Be sure to ask for a manual, because I didn't get one and had to go back to Home Depot to get one.",80,"March 18, 2019"
A Little Noisier Than I'd Expected,"The flat bottom of the Bosch required a rerouting of the electrical connection; the previous dw had a hollow bottom so the wiring had come up through the center of the floor opening.  The noise is more apparent when the water is discharging into the pipes below the sink.  The ANGLE of the tines works well for dishes, not so well for cutting boards and trays and objects without a lip.  The third rack for silverware limited the height of objects put into the second rack, so we've removed it and adjusted the second rack for maximum height.  Abt promised a free cleaner for the stainless steel door, but it was not included.  Design of the rinse aid dispenser makes it difficult to load without spilling. I've heard modern dishwashers don't have the same reliability of old dishwashers; I'm hoping for the best.  Dishes have come out very clean so far. [This review was collected as part of a promotion.]",80,"March 17, 2019"
So far so good,"Bought this dishwasher about 5 weeks ago.  Mainly bought because Bosch is one of the more reliable brands.  We’ve been pleasantly surprised by how well this dishwasher cleans and dries.  There is no exposed heating element like older dishwashers; however dishes are usually dry.  Also, the unit is very quiet.  Very happy thus far and hope for years of trouble-free performance. [This review was collected as part of a promotion.]",100,"March 15, 2019"
I bought this dishwasher for the condensation drying system and the adjustable lower tines. After...,"I bought this dishwasher for the condensation drying system and the adjustable lower tines. After I ran the first load of dishes, the bottom of the dishwasher was standing in water. I tried again on a different cycle. The inside of the dishwasher drum was covered with condensation after the cycle was completed. I tried again on a different cycle and used the extended drying feature. It was no better. Also, when I pulled out the racks to empty the dishes, water from the runners poured all over my clean dishes and I had to them hand dry them. So, I read complaints about the drying system. The bottom line is, it doesn't work. The entire dishwasher stays dripping wet. I don't mean the dishes, I mean the unit itself. And, the high-tech solution is that you have to leave the dishwasher open to finish drying the unit out. And, you can't do it before 30 minutes after the cycle ends or over 2 hours later, and then you have to leave the unit open for 2 hours. REALLY!! I just don't have time to mess with that. Also, I live in a humid climate. I figure, after a while, something is going to mildew. Some have tried to say that more liquid drying agent was needed. I can assure you, that absolutely would not dry out this dishwasher. The bottom line is, condensation drying systems do not work. So, I sent this one back and got a dishwasher with a heated drying cycle, like they've always had. Going green is one thing, but my dishes turning green from mold and mildew is quite another. I do not recommend any dishwasher with a condensation drying system.",20,"March 14, 2019"
Relatively easy to install (it was a replacement). Installation instructions were lacking in a f...,Relatively easy to install (it was a replacement). Installation instructions were lacking in a few areas. The dishwasher itself operated flawlessly once installed.,100,"March 14, 2019"
Great dishwasher,So quiet we can hardly tell is running. It seems we can put twice as many dishes and love the silverware tray.Also it's so versatile it accommodates any size dish. [This review was collected as part of a promotion.],100,"March 13, 2019"
Quiet Wash,My old Kenmore of 24 years was still going strong however it was awfully load and you couldn't watch tv while it was operating. The Bosch is so quiet that you don't know that it's on. [This review was collected as part of a promotion.],100,"March 13, 2019"
Extremely quiet!,"I bought my new Bosch dishwasher about a month ago.  It is more than I expected.  It is extremely quiet, is exceptionally adjustable fitting small items, large items and allowing me to wash plastics without warping them. I've had several dishwashers over my 50 years of marriage & this Bosch SHEM63W55N is the best one yet! [This review was collected as part of a promotion.]",100,"March 12, 2019"
Cleans very well and I love that it is so...,Cleans very well and I love that it is so quiet,100,"March 9, 2019"
Spotless Dishes and Whisper Quiet,"I've had this dishwasher for about a month now and I could not be any happier with it. My dishes come out sparkling clean and spot free. If it weren't for the lights on the front, I wouldn't even know that the dishwasher is running. That's how quiet it is. [This review was collected as part of a promotion.]",100,"March 8, 2019"
It’s sooo quiet!,The dishwasher is sooo quiet!! I have to look at it to make sure it’s on. It cleans the dishes great! Love it!! [This review was collected as part of a promotion.],100,"March 8, 2019"
Read the manual carefully.  There are loads of options to customize the cleaning experience to yo...,"Read the manual carefully.  There are loads of options to customize the cleaning experience to your specific dishes.  After three weeks, I'm still experimenting.",100,"March 5, 2019"
Best Dishwasher We Ever Prchased,"We purchased this dishwasher on December 20 of 2018. We have lived in our home for 35 years and owned 3 dishwashers; this one being number 3.
It is absolutely the best dishwasher we have ever owned. It cleans the best, uses less detergent and is QUIET. So quiet you could take a nap beside it while it is running. The only thing I think you could improve is the silverware basket. The slots are not all the same size and a lot of our utensils have thick handles and don’t fit. Thankfully there is that pull out rack at the top for large serving spoons etc. So we put the problem silverware up there. This is  minor issue but it would still be nice to see it addressed. We LOVE this machine! [This review was collected as part of a promotion.]",100,"March 5, 2019"
Best Dishwasher,Bought this dishwasher back and January and love it!!!! It’s quiet and my dishes come out so clean. I’ve had other brand name dishwashers and they don’t come close to the quality of Bosh. [This review was collected as part of a promotion.],100,"March 5, 2019"
Perfect,"We had a Bosch before this one that we used everyday and it lasted 10 years.  This one is even quieter than our previous one.  When we first used it, I had to check up close to see if it was running it is so quiet. Really like the top drawer for flat items. [This review was collected as part of a promotion.]",100,"March 4, 2019"
Quiet Cleaner,"Amazing dishwasher. We couldn't even tell if it was running or not because it is so quiet! Dishes are still a bit wet coming out, but very clean. Love the silverware rack on top and lots of good space for dishes throughout. [This review was collected as part of a promotion.]",100,"March 4, 2019"
So far so good!  Delivery went well. Installation went...,So far so good!  Delivery went well. Installation went well. First wash went well. Extremely quiet operation as one can barely tell it is washing.  Only did one load so far. Dishes got very clean. Let’s hope it is trouble free for a long time.,100,"March 4, 2019"
Amazing Machine....,"We’ve had this washer for ~3 years. It works flawlessly each time. We like it so much that we even took it with us to our new home. We took HD’s rep advice to lightly pre-rinse and simply use the quick 60 min. cycle - never an issue - and always brings a clean load. Installation is simple and quick. It’s a quality appliance that seems to have been designed well. Even looks great, front controls, quiet, stainless tub, etc... Hopefully it continues to perform for years to come. But after years of use, it appears it’s built to last.",100,"March 3, 2019"
You have shut off the energy saving features to get...,You have shut off the energy saving features to get the dishes dry.,80,"March 3, 2019"
Best dishwasher during our 63 years fo marriage *,"My wife and I (has I help more and more in the kitchen) believe this to be the best design, quite, and most featured dishwasher we have ever owned in our 63 years of marriage.  To be honest however, we had our first dishwasher (other than 2 kids) in 1965.  In the service we moved a lot and so have had quite a few different brands of dishwashers.
My son turned us on to the Bosch brand, as they have several of Bosch appliances.  What we like best about this dishwasher is the style, how quite it is, and it's features.  We particularly like the Delay, variety of loads supported, and the sanitize features. 
When we replace our other appliances we will definitely consider Bosch brand. [This review was collected as part of a promotion.]",100,"March 1, 2019"
Best dishwasher I've ever owned,Purchased this dishwasher about a month ago or so and it never ceases to amaze us how clean everything gets.  We really love using the top 3rd drawer for silverware and other small utensils. [This review was collected as part of a promotion.],100,"February 27, 2019"
Bosch dishwasher - personal satisfaction,"We purchased this dishwasher more than a month ago and we are very satisfied. It is easy to load and operate. It is also very quiet. It does an outstanding job cleaning all dishes and we really like the silverware tray! The sales group did a great job as did the installation crew.
 Outstanding! Thank you. [This review was collected as part of a promotion.]",100,"February 27, 2019"
"Overall, the dishwasher is great, It is quiet, easy to...","Overall, the dishwasher is great, It is quiet, easy to operate, and most importantly, the dishes are clean. I am still not sure about the third (top rack). I don’t know that the items up there are getting clean. I hope to get some feedback from Bosch regarding any tips or tricks.",80,"February 27, 2019"
Quiet...,Quiet,100,"February 26, 2019"
So quiet,I am amazed how quiet this dishwasher is and I barely hear anything while it's on. Also love the 3rd rack feature and it cleans so well! [This review was collected as part of a promotion.],100,"February 26, 2019"
"I love it, it's super quiet, has plenty of room. Love the top silverware tray!","I love it, it's super quiet, has plenty of room. Love the top silverware tray!",100,"February 26, 2019"
"Wow, this is a great dishwasher! We just replaced a...","Wow, this is a great dishwasher! We just replaced a dead 18-year-old Kenmore with the Bosch. It has a 60-minute cycle (including dry time) and we haven’t needed to use any of the longer cycles.  We run it daily and it gets everything cleaner than the old one did in the last 5 years, same Cascade.",100,"February 26, 2019"
Excellent dishwasher. Quiet and cleans very well. Be wary of...,Excellent dishwasher. Quiet and cleans very well. Be wary of installation team. First team screwed up the install (both scratched the unit and wired incorrectly and claimed it was dead on arrival). Took 2-weeks and many phone calls to get straightened out.,100,"February 26, 2019"
"This Bosch dishwasher is of excellent quality, way better than...","This Bosch dishwasher is of excellent quality, way better than the builder's quality dishwasher it replaced. Being able to chose the features I wanted in a dishwasher from the Home Depot site was very beneficial.",100,"February 24, 2019"
Does what it says it'll do and does it quietly!,"Had a BOSCH dishwasher previously and LOVED it. When the one we had at our new home died, we replaced it with another BOSCH. The review title says it all. This one does an even better job of cleaning than the previous one and is every bit as quiet. [This review was collected as part of a promotion.]",100,"February 24, 2019"
Okay dishwasher,Okay dishwasher however I use a lot of bowls and the racks are not well designed for washing lots of bowls [This review was collected as part of a promotion.],80,"February 22, 2019"
Best dishwasher yet,"Replace a Whirlpool dishwasher that wasn't cleaning well. Bosch is quieter, cleans better, takes less time, and has more room inside. I like the fact that it uses hot water to dry. No heating element. A great product. [This review was collected as part of a promotion.]",100,"February 21, 2019"
Great Dishwasher,"This Bosh replaced another brand. The old one could never compare with my new Bosh. I discovered the old one didn’t rinse well and left a film on my dishes & glassware. The only thing about the Bosh is that after the cycle has completed, I slightly open the door and place a small wooden wedge to keep it open so my dishes and glassware are all dry in the morning. I do love my Bosh! [This review was collected as part of a promotion.]",100,"February 21, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 20, 2019"
"One week later — but too late to return, according to Home Depot ‘s too short 2-day return window...","One week later — but too late to return, according to Home Depot ‘s too short 2-day return window — I have nothing but regrets.  Feels cheap, the door is extremely light and doesn’t stay open, the normal wash cycle is over two and a half hours long, and finally, the dishes and especially the silverware and anything on the top shelf come out dripping wet — and I mean wet, like you just hosed them down. I’m so disappointed in my first (and last!) Bosch dishwasher.",40,"February 20, 2019"
This dishwasher is built really well and extremely quiet compared...,This dishwasher is built really well and extremely quiet compared to other brands I’ve owned.  Highly recommend it.,100,"February 20, 2019"
"Product is great, very quiet, and cleans dishes well. Contracted installers were totally clueles...","Product is great, very quiet, and cleans dishes well. Contracted installers were totally clueless idiots and had to be replaced with an alternate local installer",100,"February 19, 2019"
How quiet it is. Nothing to dislike 1 month. Expectations met.,"How quiet it is. 
Nothing to dislike
1 month.
Expectations met.",100,"February 19, 2019"
I wanted a replacement for my 20 year old Bosch...,I wanted a replacement for my 20 year old Bosch dishwasher and this is everything I wanted. The delivery service was great.,100,"February 19, 2019"
Great design and features!,"Purchased about a month ago to replace another brand that had needed several repairs.  Love the silverware rack on top.  Was hesitant about not having a heater for drying, but it has not been an issue, and it is nice not to have to worry about plastic melting due to excessive heat.  Cleaning is excellent! [This review was collected as part of a promotion.]",100,"February 18, 2019"
"Amazing, Cleanest Dishes I've ever seen.","I did quite a bit of on-line research before purchasing this exact unit, it had numerous high ratings and I can see why now having first hand experience with it in my own home.  The Bosch SHEM63W55N is very quiet, and cleans dishes like nothing we have ever had in our home before.  This is the 3rd dishwasher we have had in this home, this first two were other well known brands. The Bosch cleans better then any other.  Efficient, quite, asthetically appealing and well made of good quality! [This review was collected as part of a promotion.]",100,"February 17, 2019"
Great so far,"We haven't had a dishwasher for a couple years. The kids are very happy .
It's do much quieter than the old one. Sometimes I forget it's running. [This review was collected as part of a promotion.]",80,"February 17, 2019"
Great features and so quiet,I had this dishwashwe since July 2018 and love everything about it except that the bottom rack squeaks once we start filling it. [This review was collected as part of a promotion.],100,"February 17, 2019"
The dishwasher has been great. The delivery process was terrible....,"The dishwasher has been great. The delivery process was terrible.  However, Home Depot to compensate me for my troubles after the fact.",100,"February 14, 2019"
This was the first dishwasher in an almost 100 year...,"This was the first dishwasher in an almost 100 year old house.  We needed plumbing, electrical & cabinetry work.  The dishwasher is amazingly quiet and really updated the look of our kitchen.",80,"February 12, 2019"
Installation was easy. Don't fall for the installation kit. All you need is an adaptor elbow (abo...,"Installation was easy. Don't fall for the installation kit. All you need is an adaptor elbow (about $5) for hose to pipe thread and a braided flex water connector (save the one from the old dishwasher). It comes with an electrical box for hardwiring but you can use a power cord (again, salvage the one from the old dishwasher) and wire it into the box. You'll need a clamp to tie down the wire in the box. That should be about $0.50. 
The dishwasher works beautifully. Dishes come out clean and without stains, unlike the LG we had that always left food deposits.",100,"February 12, 2019"
Our new Bosh 300 Series dishwasher seems very well built...,Our new Bosh 300 Series dishwasher seems very well built and it is extremely quiet to the point where we forget it is running.  Dishes and glasses come out sparkling clean. Our only complaint is that we are still trying to find the best way to efficiently load the machine.,80,"February 12, 2019"
It is a good dishwasher. I did lots of pre-purchase...,"It is a good dishwasher. I did lots of pre-purchase online searching, review reading, and consumer report advice before purchasing this dishwasher. One bonus was that it was very easy to self install.",80,"February 12, 2019"
So far its been a great dish washer. Great baskets...,"So far its been a great dish washer. Great baskets and design. Very, very quiet. The key with modern appliances is durability so time will tell.",80,"February 12, 2019"
Great value,"We have been using this for nearly a month, & have been thrilled with its quiet efficientcy. [This review was collected as part of a promotion.]",100,"February 11, 2019"
Love it,Love it,100,"February 11, 2019"
A great dishwasher all around.  We are very happy...,A great dishwasher all around.  We are very happy with this purchase so far.,100,"February 10, 2019"
I just received the dishwasher Thursday the 7th of March.  My wife tried using it Saturday and sh...,"I just received the dishwasher Thursday the 7th of March.  My wife tried using it Saturday and she was waiting to hear it start, but it was so quiet she didn't hear anything.  So far that is all I have to say about it.  I guest time will tell as we use it more.",100,"February 10, 2019"
We had the washer installed and they did a great...,"We had the washer installed and they did a great job, fast and easy.  Washer works really well and we are very happy with the purchase",100,"February 10, 2019"
Simple install as expected. ...,Simple install as expected.,100,"February 9, 2019"
We had slowly become accustomed to essentially washing the dishes before putting them in the “dis...,"We had slowly become accustomed to essentially washing the dishes before putting them in the “dishwasher”.  The Bosch is amazing.  Also, Home Depot installed it and removed the old one.  I thought I just bought the kit.  Nice surprise.  They’ve added the red floor light so you don’t keep accidentally opening it while running.  Loads much better than old one.  Love the third rack.",100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 7, 2019"
The dishwasher is great. One of the quietest units I...,The dishwasher is great. One of the quietest units I have ever come across. The installation was rather difficult as Bosch has some different design requirements. The instructions for installation could have been a little more clear for this model.,100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 7, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 6, 2019"
It's quiet,"I've had this washer 5 weeks now. Install was a breeze. It cleans great and lives up to the decimals level. Washers have changed in 8 years I assume. I say that because I'm use to a true drying cycle without any issues. Unless you open to air dry get the towel. It washes great that's it. Some said the sanitizing cycle would do it, nope. The unidentified smell after a load is another issue no one seems to be able to correctly address.
Some say its mold which it isn't. It smelled from day one. I have run bleach and vinegar thru with no luck.If I dont open as soon ad the cycle finishes the dishes smell.  This is why I can't give it 5 stars.  These machine aren't cheap. I likely wouldn't buy it again. Besides there are other brands now that are almost as quiet which I would gladly trade for the wet dishes and that smell. [This review was collected as part of a promotion.]",60,"February 6, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 6, 2019"
4 Star Review,Rating provided by a verified purchaser,80,"February 6, 2019"
4 Star Review,Rating provided by a verified purchaser,80,"February 6, 2019"
5 Star Review,Rating provided by a verified purchaser,100,"February 6, 2019"
4 Star Review,Rating provided by a verified purchaser,80,"February 6, 2019"
great and quiet,great and quiet,100,"February 5, 2019"
I installed the Bosch 300 myself. Installation went great....,I installed the Bosch 300 myself. Installation went great.,100,"February 5, 2019"
Love this dishwasher. The 3rd shelf is great.,Love this dishwasher. The 3rd shelf is great.,100,"February 5, 2019"
"Quiet, Cleans fantastic, not as speedy","This is my 2nd bosch dishwasher and my wife & love it. We run the dishwasher once or twice a day. It's very quiet and has done a fantastic job getting the dishes cleaned. Drying can sometimes be incomplete but I've experienced that with every dishwasher I've owned. On auto it takes about 2hours to run which isn't the fastest dishwasher I've had. There is a washing option that lasts 60 minutes, although it isn't suited for heavy soiled dishes. [This review was collected as part of a promotion.]",80,"February 3, 2019"
very quiet; hold nice load of varying sizes,very quiet; hold nice load of varying sizes,100,"January 31, 2019"
VERY VERY QUIET,VERY VERY QUIET,80,"January 30, 2019"
"This machine is quiet, without the fancy 'computer' stuff, and...","This machine is quiet, without the fancy 'computer' stuff, and cleans excellently. After a couple weeks, we've yet to find any issue with it.Tip: check how your current dishwasher is powered. If via a plug then get the $30 wire addon. I did, and converted 'wire from the wall' to a plug.",100,"January 29, 2019"
I love this dishwasher.  It's so quiet and cleans...,"I love this dishwasher.  It's so quiet and cleans so well.  It has a lot of room.  I've only had it for a couple of weeks but if it continues to perform like it has, I will be very pleased.",100,"January 29, 2019"
"Very nice dishwasher.  Easy to use, cleans well, and...","Very nice dishwasher.  Easy to use, cleans well, and it is exceptioannly quiet.  Very happy with it.",100,"January 29, 2019"
"The dishwasher was an excellent purchase, but the delivery and...","The dishwasher was an excellent purchase, but the delivery and installation was poor.",100,"January 29, 2019"
"This dishwasher is roomy, quiet, and gets our dishes sparkling clean and dry!","This dishwasher is roomy, quiet, and gets our dishes sparkling clean and dry!",100,"January 29, 2019"
I love that you can not hear it running. ...,I love that you can not hear it running.,100,"January 29, 2019"
I love this dishwasher. It is amazing how quiet it...,"I love this dishwasher. It is amazing how quiet it is. I really like the half load cycle for smaller loads, how clean dishes get, and 3rd rack.  Still getting use to the different direction the tines lay. Not sure about inside sides remaining wet, not seeing time left to run or beeps when finished.",100,"January 29, 2019"
The dishwasher is great so far....,The dishwasher is great so far.,100,"January 28, 2019"
Easy to install however there were no lights or displays...,Easy to install however there were no lights or displays when power was applied. Not even the “low rinse aid”. Followed procedure for starting a wash cycle and dishwasher started. Red light shown on floor indicates it was running. When finished the display and option lights were working. Go figure!,80,"January 26, 2019"
Works good,Works good,100,"January 25, 2019"
Checked the specifications of various dishwashers and had 2-3 on...,"Checked the specifications of various dishwashers and had 2-3 on my final list. Compared the features and ratings of each and made my decision which best suited my requirements and was within my price range. It was delivered on time and I installed it that afternoon. I am very satisfied with the washer and it meets my expectations. The only thing that was different was that the washer did not come with the water line or the elbow adapter, but that was not a problem that trip to the hardware store did not take care of.",100,"January 24, 2019"
"So far, I’m very pleased...","So far, I’m very pleased",100,"January 22, 2019"
Extremely quiet and has no trouble cleaning the dishes. ...,"Extremely quiet and has no trouble cleaning the dishes.  Although now I can't use the excuse that they ""need to soak overnight"".",100,"January 22, 2019"
Very quiet and cleans well - still on the fence...,Very quiet and cleans well - still on the fence about the drying feature.,80,"January 22, 2019"
Really love this dishwasher.  Cleans so much better than...,"Really love this dishwasher.  Cleans so much better than our old one that was only 5 years old, cheaper but was already falling apart and had to run 2 cycles just to get things mostly clean.  We upgraded to this one and so glad we did.  Does a fantastic job cleaning and drys well too.",100,"January 22, 2019"
the washer seems to have more storage space than our previous washer. It is very quiet. I like ...,the washer seems to have more storage space than our previous washer. It is very quiet. I like the utensils storage tray.,100,"January 22, 2019"
We have this dishwasher for a month now. Installation was easy and it works great. Fully meets ou...,"We have this dishwasher for a month now. Installation was easy and it works great. Fully meets our expectations - it is really quiet. Only slight problem is the weird smell, when you open the dishwasher right after it finishes a load. Seems to get better over time though and is less notable now than with the first few loads. Very satisfied!",100,"January 22, 2019"
Does what it’s supposed to do. Not exactly easy to...,Does what it’s supposed to do. Not exactly easy to attach to the counter top. Really quiet!!,80,"January 22, 2019"
"Arrived with water in the the tub, no plastic cover,...","Arrived with water in the the tub, no plastic cover, and things inside amiss, as if it had been used and returned. We did not pay for a used dishwasher. It seemed deceptive. Not cool, Home Depot.",20,"January 22, 2019"
I replaced my low model Bosch within this middle model...,I replaced my low model Bosch within this middle model one. This model has plenty of room for everything. I can even put XL pots on the bottom without adjusting the racks. It is very quiet and like the fact that it doesn’t vent into the kitchen. Everything comes out so clean and sparkling glassware.,100,"January 22, 2019"
My previous dishwasher as also a Bosch. I was hesitant to get another one because the shelf confi...,My previous dishwasher as also a Bosch. I was hesitant to get another one because the shelf configuration was so awful. This one is so much better. It also dries the dishes much better. I love it.,100,"January 22, 2019"
Love it!...,Love it!,100,"January 18, 2019"
The 300 had a lot more insulation than our old...,The 300 had a lot more insulation than our old Maytag but fit with patience. Don’t know why you’d need to spend more on an 800 as this unit performs sooo well and is absolutely silent.,100,"January 18, 2019"
"For the price of this dishwasther, the Bosch 300 falls well below expectations. The overall const...","For the price of this dishwasther, the Bosch 300 falls well below expectations. The overall construction of the unit is very cheap. There is a fair amount of low grade plastic integrated into the design and the metal parts are very flemsy. For example, the water inlet connection is plastic and is inegrated onto a plastic cover that is only held in place by small retaining clips. You definitely want ot use a flexible water line. Even with a flexible line, the turning force exerted on the inlet connection pushes the retaining clips to their breaking limit. The parts with some metal are not any better. For example, the front loading door flexes like a cheap cookie sheet.

As far as the operation of the dishwasher, it has lots of room and is quiet. However, if you want your dishes to be dry after a wash cycle you'll have to use a chemical additive to make this happen. Without it, the dishes come out dripping with water.

If you are looking for a great dishwasher for the money, the Bosch 300 is not it. Save your money and go with a lower cost unit that will have a better chance of meeting your expectations.",20,"January 16, 2019"
