title,txt,rating,revdate
"Quiet, Thorough",I have had installed for a couple of months and I love it.,100,"December 4, 2017"
Great dishwasher!,Great look!  Quiet operation and cleans great! I like the stainless interior.,100,"December 3, 2017"
excellant,"the quite dishwasher
cant hear it running
appearance is great",100,"December 3, 2017"
Perfect exactly what I needed in a dishwasher,This dishwasher is exactly what I needed and I love the new slate finish,100,"December 2, 2017"
Super quite,Upgraded our kitchen with all new appliances. Great deal on high quality appluances,100,"December 2, 2017"
Great Product,Great features and especially like the darker stainless steel that is finger-print proof.  Dishwasher so quiet I don't even know it's on.,100,"December 1, 2017"
Great features!  not loud,Working good.  Doesn't seem to dry the dishes as thoroughly as they should.,80,"December 1, 2017"
quiet,works great lots of room and features and very quiet,100,"December 1, 2017"
So quiet!,"I was without A dishwasher for a couple of weeks, and this new machine was like a gift! So clean, quiet, and well designed! I am happy!",100,"November 30, 2017"
So Quiet!!,It's nice to be able to run the unit while we're at home. The top drawer for utensils is awesome too.,100,"November 28, 2017"
So quiet!,This dishwasher is on the second floor of the house. It is so quiet that when downstairs you can not hear it running.,80,"November 28, 2017"
"Quiet, Clean, Beautiful, and Convenient!","This has been an absolute blessing! We have very hard water, this dishwasher does an awesome job regardless! Dishes come out clean, glass looks great. Couldn't be happier!",100,"November 27, 2017"
Adora Dishwasher,"Very quiet, and really love the third rack.  I am never disappointed with GE appliances!",100,"November 27, 2017"
Love this dishwasher,"Our dishwasher was delivered and installed 2 days ago. I am amazed at how quiet it is compared to my old one. It is so quiet that you cannot tell if it is running!. So far, so good. Seems to do a great job. We bought the slate model and it looks wonderful in my kitchen with white cabinets.",100,"November 26, 2017"
Worth the investment,I bought the dishwasher a month ago. After I realized the plug wasn’t removed and was the culprit for the dishwasher not draining no more problems!!!  I do wish it had an option for just a rinse cycle. Holds lots of dishes comfortably. Great option,100,"November 26, 2017"
Outstanding dishwasher!!,Cleans even better than advertised .  My dishes and silverware sparkle...mo matter what they look lole.pripr.to.starting the cucle...love it.lotz!!,100,"November 26, 2017"
Great features,"Love the extra top rack , being able to put the large knives in it or all your cutlery in it .",80,"November 24, 2017"
Beautiful!,"Great features! Only complaint, rinse agent door hard to open.",80,"November 20, 2017"
Great features!,Love the slate color and it also works well with my stainless backsplash,100,"November 19, 2017"
So very quite,Looks amazing. So quiet you don't even know it's running.,100,"November 17, 2017"
Jury Is Still Out - AND It's Early,"I have owned this dishwasher for 1 day. Ordered it in slate - and it is beautiful. The unit was professionally installed, however it did not drain. I called the store where I bought it (since it has only been 24 hours) and they scheduled a service appointment for the next business day (although it's Friday, so not until Monday). I'm a little concerned that right out of the box this did not work as it should. Hopefully the service call will resolve the issue - or perhaps I have a lemon.",20,"November 17, 2017"
Runs Wonderful and so super quiet,This dishwasher not only cleans better than any I have had before it runs so quietly you have no idea it is even on,100,"November 16, 2017"
Very quiet!,We wanted a dishwasher that was quiet and this GE Dishwasher exceeded my expectations.  Hardly tell it's running.,100,"November 16, 2017"
One of the best!!,We bought our dishwasher 2 months ago. We absolutely love it!! The features are fabulous and we love the top rack for utensils and stuff,100,"November 15, 2017"
Sweet Dishwasher,This dishwasher is easy on the eyes and is quiet  The best part it hasn’t leaked.,100,"November 13, 2017"
Unusable from the start,"Upon installation it would not work, still attempting to resolve.",20,"November 12, 2017"
Quiet!,"Purchased 4 months ago and absolutely love this machine.  It is so quiet we don't even know it is cleaning.  It sits adjacent to the family room and does not interfere with anything we are doing (ie. Watching tv, visiting with family, etc.)  It also does a great job cleaning.  Flushes out the coffee and tea stains in our mugs.  Baked on food is no match to this machine.  Plus it has a useful shelf inside to wash utensils and small items that tend to get lost or end up in bottom of washer.  I definitely recommend this dishwasher.",100,"November 12, 2017"
Neat features,I'm a big fan of the top tray for large utensils and the drop down feature for the glassware rack.,100,"November 12, 2017"
Love the new color!,"Have had it a month and love it! So quiet, Efficient and love the extra drawer on top for silverware and utensils. Cleans Great.",100,"November 12, 2017"
Dishwasher,I picked it up only yesterday so I'm still unsure.,80,"November 11, 2017"
"Super Quiet, Great Features & Very Clean Dishes!","This dishwasher exceeded all our expectations. Super quiet, adjustable middle rack and top silverware rack rack are improvements over our last dishwasher. Our previous GE dishwasher lasted 14+ years and would still probably be working today if the pump had not failed due to a water supply problem (the water was inadvertently shut off at source while it was running - not the dishwashers fault) Brand name was an important factor in choosing our replacement dishwasher. Also like the sleek look and hidden , top mounted controls that are out of sight of the grand kids inquisitive fingers!",100,"November 11, 2017"
Love this dishwasher!,Bought this dishwasher about 2 months ago and I've been really impressed with how clean it get a my dishes.  It's also quiet.,100,"November 10, 2017"
Love my machine!,"The noise of my old machine, along with it not cleaning so well anymore no matter how much my husband  worked on,  is why we purchased a new one.  This model had a lot of features I hadn't considered (third upper rack) and it cleans and dries wonderfully on the energy efficient mode, but the best feature is how quiet it is.  You can't hear it unless you're next to it.  After having to wait to turn on my old machine either before bed or when getting ready to leave for work, its a joy to use.  The outside finish is easy to keep clean too.",100,"November 10, 2017"
Top inside controls nice touch,Just installed very quiet has side flaps that block any opening between cabinet and dishwasher. Love the handle for opening and closing. This is the quietest dishwasher so far very pleased,80,"November 10, 2017"
Love the slide out utensil shelf! Cleans great!,I love everything about this dishwasher! Love the inside shelves.,100,"November 8, 2017"
New dishwasher,This product is great so far! No problems at all! My only gripe is when the other reviews said there was little room underneath to hook up plumbing and adjust feet they meant it! It is really tight and hard to move around under there. Just a little advice.,80,"November 6, 2017"
nice looking dishwasher inside and out,"it washed my dishes, especially glass ware the shine was amazing
still need to figure out the best way to put certain dishes into get the best of the cleaning 
the third rack for utensila is great

the con on this washer-no quick cycle
and for some reason there is always water left in the dishwasher on certain dishware, not thoroughly  dry 
that is a concern to me",80,"November 6, 2017"
Quiet and clean,Was looking for a good but quiet dishwasher. This one fit the bill and then some.  The first time I used it I had to double check that it was working.  It was that quiet.  The dishes are clean and that's what matters most. The super quiet opera ty ion is a bonus.,100,"November 6, 2017"
Love this dishwasher,"I love the top rack for spatulas & large spoons, although i feel the rack could be a little lower from the top to fit a larger item. Great cleaning & it actually dries my dishes!",100,"November 5, 2017"
Quiet!,"Very quiet while operating. Nice looking front panel.  Tray arrangement is good, skinny top tray for flat items is handy.",80,"November 5, 2017"
Great features and looks awesome,"Very quiet, very efficient.. Glean well, so much room for larger plates and dishes, with a top row for silver wear that can be removed so, the second row can be raised and lowered easily..  Very pleased, chose black and the ulcer looks wonderful in my white  kitchen..",100,"November 4, 2017"
features,"I bought the Adora Slate set when they first came out.  I love the color.  I was not happy with the dishwasher.  It had issues with the soap dispenser, that was a few years ago.  So, to buy this set again for our new home, I was hesitant.  I was informed that GE had made changes since and I am happy to say they corrected the problem .  So far no issues with the dishwasher.  So happy it has been fixed.  A beautiful set to any kitchen!",100,"November 3, 2017"
Dishwasher never worked.,"Out of the box, this dishwasher did not work. Parts were backordered for at least 3 weeks",20,"November 3, 2017"
Love the new color!,"Can't believe how quiet this machine is. Excellent cleaning, too.",100,"November 3, 2017"
Works perfectly,"I've been using my new dishwasher for a few months now. No complaint at all. Cleans well, it's quiet, and the top rack (third rack) is awesome for longer utensils like tongs and spatulas. Great product.",100,"November 1, 2017"
Quiet dishwasher,I bought this  a month ago and it is unbelievable quiet! I like the hidden controls and various 2,100,"October 31, 2017"
Very quiet!,"We bought this dishwasher about 2 months ago.  It is so quiet you don't even know when it's running.  Also, lots of room inside for taller items.  The 3rd rack at the top is handy for knives, spatulas, small cups, measuring spoons.",100,"October 28, 2017"
Great Features & quiet,"I'm so happy with this dishwasher we purchased a month ago. Best features  are you can do just the top load or just the bottom load, it is so quiet & does a great job!",100,"October 28, 2017"
Does a great job,Seems to do a really good job other than the start button has to be pressed very hard in order for the dishwasher to start.,80,"October 28, 2017"
It does what the advertisement state.,"I purchased this month, very easy to install. Very quiet operations.",100,"October 27, 2017"
Better than our old Maytag,"This product is considerably quieter, has a greater capacity, and more washing features.",80,"October 27, 2017"
Dishwasher,I like the quietness. Also the top drawer is handy,100,"October 27, 2017"
Great products,"Very quiet, easy to operate.  Fits as advertised per dimensions.  Easy to see green light when load is done and yellow when running... necessary due to the quietness.  Cycles seee long, but dishes are clean.",100,"October 26, 2017"
Not what I expected,"The top rack is really tight, we already have stains from the soap, we have opened the door to the soap canister not opening to fully clean dishes and even when it opens are dishes are really dirty.",40,"October 24, 2017"
Cleans like no other,I am very happy how quiet it is as well as how functional it is.,100,"October 23, 2017"
Quiet but,It is very quiet. I still have not mastered how to turn it off so none of the lights are lit.,80,"October 23, 2017"
Very Happy!,Purchased for a rental property.  Product is a great value for the money.,100,"October 22, 2017"
We are happy,So far we have been happy with our purchase. the dishwasher is quieter than we thought. It has done a good job at cleaning the dishes. It also dries well. We are getting used to the silverware tray and the silverware cleans very good.,80,"October 22, 2017"
great features,Was a gift and very pleased with quiet operation and clealiliness of dishes,80,"October 22, 2017"
Great dishwasher,We've had it about 2 months and it's quiet and does a great job.,80,"October 22, 2017"
Sleek design,This is a great dishwasher with great features and it's the quietest one I've ever owned.,100,"October 21, 2017"
great features,I am so impressed with how quiet the machine is.  I can run it and still watch TV at the same time--no interference.  It does a good job cleaning.,100,"October 21, 2017"
Pleased so far!!,Bought 1 1/2 months ago and so far has performed well....old one was 12 years old.,80,"October 19, 2017"
Very Nice,Very quite - love the handle on the door over the other recessed handle,100,"October 16, 2017"
Adora dishwasher,"I just bought this and installed. First run through did not add jet dry rinse aid and dishes were not dry and inside was all wet. Second time running added jet dry rinse aid and dishes were dry, as well as inside was dry this time. Very quiet machine",80,"October 15, 2017"
Great Value,"All the bells and whistles at a fair price. We have rentals, so I have installed at least 20 dishwashers. First Tall Tub dishwasher I ever installed. They are tough to install because the extra tub height = less working room underneath to level and make connections. And the protection pan underneath is a real pain to install as are the black plastic tub trim pieces. Also, it is about twice as heavy as a low price dishwasher. So, if you are not an experienced dishwasher installer, I recommend paying for the installation. The install comments also go for any tall tub dishwasher, so that is not a minus to this one. It works great, is very quiet, and it actually cleans the dishes without a pre-rinse in the sink. Nice!",100,"October 14, 2017"
VERY QUIET!,I just bought this and I'm impressed with all the options and how quiet it is.  It looks awesome as well.,100,"October 13, 2017"
Good dishwasher,Only owned this for a couple months now but seems well made and is of high quality you would expect from GE appliances. Runs quietly so you don't even notice it's operating.,100,"October 13, 2017"
GE Dishwasher,"Very happy with our dishwasher, it looks good, it works great!",100,"October 13, 2017"
It really cleans thoroughly,Great machine.  SUPER quiet.  We hardly know its ever running.,100,"October 13, 2017"
I ABSOLUTELY LOVE MY NEW DISHWASHER,"I have had my new GE Adora dishwasher for abt 2 mos. It replaced a 14 yr old GE Dishwasher that was in the house when we bought it. The new one is not only BEAUTIFUL, but SO QUIET!!! You have to check to make sure its on! Its bigger and holds more and the Stainless Steel interior is great! Dishes sparkle and are dry when the cycle is finished. Didnt know what I was missing!!",100,"October 12, 2017"
Super quiet!,Great looking and super quiet.  It does a great job!,100,"October 12, 2017"
Amazing!!!!!!,Easy to use/ works great!  Definitely the best dishwasher I have ever purchased.,100,"October 11, 2017"
Great Quality,This  appliance was installed today. Pretty easy hook up. Works great and seems to do an incredible job!,100,"October 11, 2017"
So Quiet,"I recently purchased had a big family breakfast to show off my new appliances, this dishwasher handled my dishes so easily. My ""good"" dishes and everyday, the silverware rack is nice. I kept checking on it to make sure it was running. Love it great product.",100,"October 10, 2017"
Great Dishwasher,"Love the features, the controls and the Slate color! stainless steel interior is nice and easy to maintain",100,"October 8, 2017"
Good Product,"I love this dishwasher is the best. Very quiet, excellent product.",100,"October 7, 2017"
Love it,"I love my new dishwasher. GE quality  products, keep me coming back.",100,"October 7, 2017"
Sleek and Quiet,"I’m very pleased with this purchase. Not only is the dishwasher an attractive addition to my kitchen, it’s also really quiet. I’ve accidentally opened it a few times because I didn’t realize it was running.",100,"October 7, 2017"
So quiet,Very happy so far with this purchase. We have had the dishwasher for about a month. It is quiet and we like the 3rd rack feature.,100,"October 6, 2017"
Dishwasher,"Super quiet and efficient, however it does not drain well and has an odor inside",60,"October 6, 2017"
Great look and matches other GE appliances,I just had this installed(excellent job) my othe GE appliances match even thought they are Profile not Ahora but because of the handle wife wanted this model to match. Ran it a couple time and it was quiet and very efficient.,80,"October 5, 2017"
Quiet and Efficient,This dishwasher is extremely quiet and cleans the dishes very well.  The third shelf is wonderful for silverware and other flat objects.  I would recommend this appliance to anyone in the market for a dishwasher.,100,"October 3, 2017"
Quiet,We bought it two months ago. Really like dish washer. Very quiet.,100,"October 1, 2017"
Dishes are extremely clean!,"We needed a new dishwasher, and wanted one that was quiet and had the third rack.  This dishwasher was one of two that had fhose features.  The prices were fairly comparable.  Installation was easy, we followed the directions.  The third (top) rack is easy to load, we line up the flatware, and are able to lay our sharp knives in the center area of the rack.  There is plenty of room for glassware in the second rack, and everything else fits on the bottom rack.  The dishes sparkle! We love this quiet cleaning machine!",100,"October 1, 2017"
Good but drainage pronlrm,"We love this dishwasher,   the only issue is it doesn't drain. completely every 4th time.",80,"September 30, 2017"
Great Machine,I was surprise how quiet it is.  You do not even notice that it is even running. Wonderful at cleaning.,100,"September 30, 2017"
Great dishwasher,"After looking at many different dishwashers that had the option of a 3rd rack I finally settled on this one. It has everything I wanted, including tons of space, extremely quiet, efficient, customizable and it was a great price for what you get. Only down side that I have seen is that the dishes on the top racks do not always dry very well, but simply adding the jet dry does the trick. Dishes always come out clean without any water spots or dried on food, even when using the lowest setting. My guests are always shocked when they come over and I tell them the dishwasher is running because it is so quiet! Being able to adjust the second rack has come in handy much more often then I would have thought as there are so many dishes that are of different sizes. Some can only go on the top rack, so giving it more space to fit them is awesome and so simple.",100,"September 29, 2017"
New Dishwasher! Yay!,This was just installed yesterday. Already have run 2 loads of dishes. The water temperature gets piping hot. My glassware came out spotless. No food left on any of my dishes. The 3rd top rack is my all time favorite part of this dishwasher. What a brilliant idea.,100,"September 27, 2017"
"Great features, little to no noisy",We purchased ours about 6 months ago and it's been wonderful. The 3 racks are really helpful and super functional. I'm amazed on how little noisy it creates. I makes sense why there's a light to let you know its running.,100,"September 26, 2017"
Great o,"Honestly bought this because we were replacing all of the appliances in our kitchen and it was the brand/color that went along with everything.  I love this dishwasher.  It is so quiet, cleans and dries great.  I love the upper silverware drawer that I hardly use the baskets when on my old machine the racks would always be full.  The only issue I have is the space between the top silverware rack and the top rack.  I can't lower it without it running into my dishes on the bottom and some glasses/mugs run into the top or turned on their side.  Overall though it's a great dishwasher.",80,"September 25, 2017"
Quiet!!!!!,"Very quiet when in use.  Same features as more expensive models .  Front stainless panel seems like it could dent easy.  Feels like soft pad or just air beneath it. So it may flex or dent if a guest pushed gard or used knee to close.  But everything seems like this now, not as heavy exterior finish as old days.",100,"September 25, 2017"
Great features,I bought this a month ago and it does everything except load the dishes,100,"September 23, 2017"
Great dishwasher,"This is the best dishwasher I have owned.  It has great features and, best of all, it's quite.",100,"September 23, 2017"
Quiet and effective!,"We have an open great room - kitchen area, and the new dishwasher is so quiet, you would hardly know its running. Now the TV doesn't have to be turned up to drown out the noise. Yeah, GE",100,"September 23, 2017"
Very Quiet,Replaced old dishwasher. This one is much quieter and does the dishes twice as good as the last dishwasher. Only thing I don't like is that it seems to take a long time to do a load of dishes.,100,"September 23, 2017"
Great features and quiet,I bought this dishwasher 2 months ago and am so happy with it.  The top rack is the best idea - keeps things in place and cleans very well.  I love the Slate finish and design.,100,"September 22, 2017"
Great product.,"Very quite, I have to check to see if it's running.",100,"September 21, 2017"
Poorly designed,"Poorly designed both the controls and rack. My previous dishwasher I had for 24 years , I replaced it because it started to get noisy, and felt it was time. It had one source of control, you selected Full Wash & Dry, or just Rinse or Dry. Total time for full Wash and Dry was 60 Minutes, This new washer is 123 Mins, and  the inside of the washer is still WET. The interior rack is poorly designed especially when you use the TOP Rack. I replaced the silverware rack with my old one. The knives with the new rack you had to be very careful on how you placed them in the rack as they leaned over to the right and you couldn't close the washer. We just previously purchased a new GE Stove and were thoroughly satisfied with it. But this Washer leaves a lot to be desired.",20,"September 21, 2017"
Love the stainless steel interior.,Dishes come out clean as a whistle. Only problem is the heated dry cycle doesn't work well. I don't know if it's the stainless steel interior or not. But it is always very damp to actually wet when finished.,60,"September 21, 2017"
SO QUIET,"We Love our Adora dishwasher. It is so quiet.  If you didn't see the special light on door, you wouldn't know it was running! Also glad we got the model with the third rack for silverware. It is so convenient.",100,"September 20, 2017"
Works Great!,"We have used our new dishwasher several times, and it works great!  So far we are very pleased with our purchase!",100,"September 19, 2017"
Best dishwasher I've ever had.,"I've had problems with dish washers over the years.  This one cleans very well, and is so quiet that you can barely hear it.  The extra drawer for cooking utensils is a big plus.  With the extended warranty, it should last a long time.  Very happy with this appliance.",100,"September 18, 2017"
Quiet and practical,"I bought this to replace a home builder grade, horrible looking, and loud dishwasher. Loved the SS interior and the 3rd shelf for silverware.  It is so quiet the only thing I hear is the water emptying into the drain.",100,"September 16, 2017"
Disapponted,"I really like the looks of this dishwasher BUT I am extremely disappointed in the performance!  The dishes are very wet even after using the heated dry option and keeping the door shut for hours (even overnight), to the point that I am hand drying the majority of the dishes.  The running time is way too long and depending on the cycle chosen can be 3 hours!  The bottom rack is hard to get dinner plates and bowls to stack good.  I am very upset with the fact that I waited so long to get this dishwasher and that it wasn't a cheap model either!",40,"September 14, 2017"
Very quiet,"Very happy with this washer!  It is so quiet I never hear it running.  It does a fantastic job cleaning and is very spacious.  Two things I don't like: 1. you can't tell where in the cycle the washer is, and 2. I run it at night because it takes a very long time for the drying cycle.",80,"September 14, 2017"
"Nice, but ------","We bought this a few weeks ago because our dishwasher, which was nearly 25 years old, quit working.
So quiet, I love that, as the old one was extremely noisy.  Like the hidden controls.  Do miss the prongs on the sides to hold glasses.  And I have tried various kinds of dish washer detergent & continue to have occasional dirty dishes.",80,"September 13, 2017"
Great product!,This dishwasher is very quiet! Really like the stainless steel look.,100,"September 13, 2017"
Works Great,I bought this about a month ago and so far have had no issues.  Very quite while working.,80,"September 11, 2017"
Awesome Cleaning Power!,We bought this to replace our old dishwasher. Right away my dishes were getting much cleaner. When it's on and cleaning you can't tell. It is extremely quiet. Soooo glad we bought it.,100,"September 11, 2017"
My Dishes and Glasses SPARKLE!,I am very happy with this Dishwasher. I am using the same dishwashing products and getting much better results. It does not seem to run longer but it cleans noticeably better. So happy I choose it.,100,"September 10, 2017"
"Good dishwasher, some minor improvements needed","I like this dishwasher, it's quiet, spacious and I like the zone washing option. However, there are some minor improvements that I think would make this an excellent product. The cycles are very long, if you want the dishes to be cleaned well--even after rinsing. Also it goes through rinse aid much faster than my last dishwasher. Lastly, the utensil basket melted just from regular use after 2 months.",60,"September 10, 2017"
Junk,Sorry I bought this dishwasher. Should never have bought it!!!,20,"September 9, 2017"
Great features!,Love how quiet it is and the  fact there are 3 racks.,100,"September 9, 2017"
Amazing! So happy I purchased this!!!,"Purchased this dishwasher to go with the Adora series refrigerator, stove and microwave. I could not be happier with my purchase! I love all the extra features like the third tray on the very top, it makes for a perfect spot to wash everything from my infants bottle tops to my knives. Another fantastic feature is the ability to move the top rack for the cups up or down. This for me was huge because my husband has HUGE water cups that don't fit in other dishwashers we have had and putting them on the bottom rack ruined them before. I am absolutely thrilled with my purchase and would HIGHLY recommend!!!",100,"September 9, 2017"
Love it,"Really like the features of this dishwasher,  very quiet and does a great job.",100,"September 8, 2017"
Quietness,I love the look and the way it clean the dishes. I also love that it is quiet.,100,"September 6, 2017"
Hugh tub,"Love the stainless steel tub, and extra rack. I'm going to enjoy this quiet machine!",100,"September 5, 2017"
Cleans great but doesn't dry well,Cleans very well but doesn't dry completely. Looks very nice in stainless.,60,"September 4, 2017"
Well made!,Great product. well made. Super quiet!! Highly recommend!,100,"September 4, 2017"
Very quiet dishwasher,We have had this dishwasher a little over a month now. It replaced another GE dishwasher that was put in by the previous property owner and did not match the other appliances in the kitchen. The dishwasher is very quiet and cleans dishes really good. I don't know if its running unless the front light is on. The old dishwasher was so loud we never ran it if we were going to bed.,100,"September 3, 2017"
Looks and works beautifully,It is huge and I love the top shelf.  Cleans beautifully and is nice and quiet.,100,"September 3, 2017"
A few problems...,"I want to like this one more but the racks are iffy and don't close correctly all the time. You can't remove the upper rack in order to fix the slider mechanisms that are always getting out of alignment. You have to contact a repair person to come out to address the rack so a big pain in the backside.
If you go more than two days without running the unit it starts to smell badly. I believe this is because water is always present in the cavity under the filters in the bottom of the dishwasher. Why it doesn't drain completely is a mystery to me.
On the good side, it cleans OK and runs quietly.",60,"September 2, 2017"
GE dishwasher / Azora. Model from Home Depot,"Runs quiet, cleans well, great value and well built",100,"September 1, 2017"
Great product,"Given to me as a gift! Awesome machine, I will spread the word.",100,"September 1, 2017"
Great features very quiet running,Bought dishwasher about 3 months ago and very happy so far. Runs very quiet.,100,"September 1, 2017"
Love it all!,This is just what I needed to keep up with 6 kids!,100,"September 1, 2017"
Poorly built,Looks like a well built appliance but it is not- cheap and flimsy racks and hardware,20,"September 1, 2017"
Great features!,"I love the third row option! It's great for utensils and flatter objects.  The adjustable rack is great for taller items.  Sound is minimal, and I absolutely love every feature.",100,"August 31, 2017"
Nice looking and lots of features.,Overall it's a good dishwasher. Only time will tell about the longevity. The only problem I have is the length of time it takes to do the dishes. If you turn on all the features it can take up to four hours to do a load of dishes. Normal time without drying is 75 minutes if you add drying it's 123 minutes.,80,"August 30, 2017"
Awesome Dishwasher,"Our old dishwasher was 15 years old.  We replaced it with this GE and AMAZING.  It is so quiet, you can barely tell it is running.  The dishes come out very clean, and I can stack many more dishes in this unit.  Thrilled with our purchase!",100,"August 28, 2017"
fantastic dishwasher,"This is the best dishwasher I have ever owned. It is quiet, cleans well and has great features.",100,"August 27, 2017"
Super appliance.,Plenty of room for lots of dishes and silverware. Love the top third rack for my knives. Very quiet while running!,100,"August 27, 2017"
GREAT PRODUCT,"We decided to update our dishwasher when the old one died.  So glad we did this dishwasher looks wonderful and it is so quiet, you cannot hear it running. It matches our other GE appliances.  We try to buy made in America whenever we can.",100,"August 25, 2017"
Standard Dishwasher,"I bought this a couple months ago thinking it would work better than my 20 year old dishwasher that came with the house.  Our water is very hard, so I think now that might have been the problem all along.  However, our old one was broken at the bottom and this one isn't, so it's still an improvement.  It's a decent dishwasher that cleans fairly well most of the time. It would be good if the utensils had their own jet as those tend to not get as clean as everything else.  Great for the price though!",80,"August 24, 2017"
Nice dishwasher!,I really like the utensil tray in the top and the ability to washer by section.  Very quiet operation.,100,"August 21, 2017"
Love this dishwasher,It is VERY quiet and does a great job cleaning. Very happy with this purschase,100,"August 17, 2017"
So Quiet You'll Think its Not Working!,"Our kitchen and family/living room are separated by a breakfast bar.  Under the counter and built into the bar is the dishwasher.  When our hold dishwasher was running, it was difficult to have a conversation or watch television because of the noise - almost 70 decibels (yes, we downloaded an app and measured it).  

This new appliance won't even register noise on the same app while running.  The ONLY time we hear any noise is when it is draining.

That's not even the best part!  The adjustable top rack allows us to put full plates and bowls for washing AND there is a secret third top shelf to put all those large, awkward shaped items like chopping and carving knives, spatulas and serving spoons.  

We are very happy with our purchase and now don't need to be concerned about when we are running the dishwasher because we can't hear it.",100,"August 17, 2017"
Great Features,Love the adjustable racks and the top rack is great for big utensils.,100,"August 17, 2017"
Very Quiet,Have used this dishwasher twice and it cleans well and is very quiet. My wife and I installed the dishwasher ourselves. We feel the instructions were at times a little vague and hard to follow. We think that pictures of each step would be a great help for the homeowner intaller. The dishwasher does fit well and looks and works good once installation is complete. Hoping for many years of clean dishes from our first GE appliance.,100,"August 9, 2017"
black interior,Not happy with the black interior--it is hard to see where to put items. Did not know the handle would stick out so far==now we have to open the dishwasher door to get the drawer on the opposite side to open all the way.,80,"August 9, 2017"
Nice dishwasher,"This dishwasher is very quit.  It cleans dishes at high qualit. My only complaint is the finger prints. I clean need them off, then put car wax on.  Wala gone.",100,"August 9, 2017"
LOVE IT!,my 6yr old dishwasher died so we upgraded to the Adora.  I really like how solid it feels.  I wanted something that felt like it would last.  it is super easy to use. it does a great job cleaning the dishes,100,"August 7, 2017"
Great features,Received this as a birthday present from my brother.  Can't believe how quiet it is!  Didn't think I'd like the 3rd rack but it's great.  No more spots on my silverware!,100,"August 7, 2017"
It is very nice,I bought it for my wife she loves it and uses it all the time,100,"August 7, 2017"
very slient operation,Meets our requirement and above all silent operation is outstanding,100,"August 7, 2017"
Works and looks great!,"Love this dishwasher,  it's really a good looking machine and does the job well. Only thing is it seems to run a while,  but as long as it cleans thdm good its ok!",100,"August 6, 2017"
Sleek & Stylish,Love this dishwasher! It provided all the benefits we were looking for and so happy it came with the third rack for silverware. Very happy with the purchase!,100,"August 2, 2017"
Super quite,I got mine about 3 weeks ago so far it cleans great and is super quite no complaints so far all good.,100,"August 1, 2017"
Looks Sleek and Quiet,I received this appliance on 7/23/17. I love the controls being hidden and its has a lot of loading space. Once I used it for the first time I could not even hear it running. VERY QUIET.,100,"July 29, 2017"
Beautiful Dishwasher!,"I just installed this Andora Dishwasher Today. It is beautiful and So quiet. 
Love the 3rd Rack for small items and knives",100,"July 29, 2017"
Quiet very quiet,Great product very quiet easy to install definitely recommend,100,"July 27, 2017"
Great Product easy installation!,Always liked and had good experiences and the durability of GE appliances.,100,"July 26, 2017"
Best Dishwasher I Have Ever Owned,"I had to replace a dishwasher and decided to try GE appliances.  I liked this model because it had a 3rd rack and an option where I could wash just an individual rack, if necessary.  I have owned it a year now and have absolutely no complaints.  Dishes are cleaner than I ever before from other brands.  The unit is quiet when washing.  And, for the first time, I do not need to wash the dishes before washing the dishes.",100,"July 26, 2017"
Drain Pump Loud,Installed on 7/24/2017. Just ran a cycle with no dishes an the pump to drain seemed to be loud and also kicked on and off a lot.,80,"July 25, 2017"
So Quiet!,Have had six previous dishwashers.  None have performed as well as the Adora.  This is the most quiet dishwasher I have ever had.,100,"July 24, 2017"
Great Dishwasher!,We bought this dishwasher and absolutely love it! We love our third pull our drawer for our bigger utilities. Definitely recommend!,100,"July 23, 2017"
Great Dishwasher,This dishwasher works very well. I love the fact that I can was just the bottom rack or top rack alone. The third rack is a very useful feature. Easy to load and does a tremendous job cleaning dishes.,100,"July 23, 2017"
Great Dishwasher,"I bought this several weeks ago and so far it has met and exceeded my expectations for cleaning, quietness and ability to load bowls and other odd shaped objects and ability to move tines on bottom rack and adjust top rack. Also really like the third shelf at top for utensils etc. Only thing I would change so far is location of silverware basket. Wish I didn't have to open door all the way and roll out bottom rack to put silverware in it. But over we are very impressed with this dishwasher.",100,"July 21, 2017"
"Quiet operation, cleans great","Surprised by how quiet it is and love the 3rd rack for long spoons, etc.  Would have liked to had a rinse and hold feature though.",100,"July 20, 2017"
Love all the options,"Adjustable racks, hidden upper rack, wash cycles for individual racks and super quiet.  So happy with this purchase!",100,"July 20, 2017"
Really quiet,I like the dishwasher my one complaint is it takes 3 hours to complete a cycle,80,"July 19, 2017"
Doesn't Dry,"I have only it  used once to make sure it works since it was only installed yesterday, but the dishes were soaking wet when it was finished ( and I let sit for several hours after finishing). I am hoping that I just didn't do something right. I am going to read the book and will post differently if things change",20,"July 19, 2017"
Sleek Look - Super Quiet,I just bought this dishwasher and am amazed at how quiet it is and how clean my dishes come out. The sleek look is an added bonus that makes my kitchen look great and updated,100,"July 18, 2017"
Very quiet!,I bought this to have a stainless dishwasher.. it has three racks which I love! And the hidden buttons are nice with the kiddos.  Also very very quiet...,100,"July 16, 2017"
So Quiet and effective!!!!,"We bought the Adora dishwasher because it has a 3rd rack for knives and large utensils. But it has surpassed our expectations! It is so quiet you have to look to see if the light is on to be sure it is running, and my kids think I have super ears. It cleans wonderfully, I love the lids on the utensil baskets as a way to keep the flatware from sticking together. The exterior design is veey thoughtful as well. The control panel is hidden when closed and the handle makes for secure opening and closing.",100,"July 16, 2017"
Love the color.,Upgraded apliances. Loved the additional features offered in this one!,100,"July 15, 2017"
